,Genus_Organism,Current_name_reviewed_AA,strain,ITS,TEF,TUB,rpb2,MAT1,MAT2,Genus_Host,Species_Host,Country,Title
886,Botryosphaeria,Botryosphaeria dothidea,CAP250,EF638769,NA,NA,NA,NA,NA,Olea,Olea europaea,Italy,"Morphology, phylogeny and pathogenicity of Botryosphaeria and Neofusicoccum species associated with drupe rot of olives in southern Italy"
887,Botryosphaeria,Botryosphaeria dothidea,SDAU_08_76,GQ415343,NA,NA,NA,NA,NA,Paeonia,Paeonia suffruticosa,NA,Identification of pathogen causing leaf blight on Paeonia suffruticosa
888,Botryosphaeria,Botryosphaeria dothidea,CBS110300,AY640253,AY640256,NA,NA,NA,NA,Populus,Populus nigra,Portugal,"Two new species of Botryosphaeria with brown, 1-septate ascospores and Dothiorella anamorphs"
889,Botryosphaeria,Botryosphaeria dothidea,IRNHM_KZ27,MG198188,MG198175,NA,NA,NA,NA,Punica,Punica granatum,"Iran, Islamic Republic of",Endophytic and decline-associated fungi occurring on forest trees in the North of Iran
890,Botryosphaeria,Botryosphaeria dothidea,CL1311,KC960932,KC961044,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species causing ring rot and stem canker of pear in China
891,Botryosphaeria,Botryosphaeria dothidea,SXG1331,KC960938,KC961047,KC961002,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species causing ring rot and stem canker of pear in China
892,Botryosphaeria,Botryosphaeria dothidea,ED2311,KC960952,KC961055,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species causing ring rot and stem canker of pear in China
893,Botryosphaeria,Botryosphaeria dothidea,EJ23011,KC960958,KC961060,KC961016,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species causing ring rot and stem canker of pear in China
894,Botryosphaeria,Botryosphaeria dothidea,EW23111,KC960959,KC961061,KC961017,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species causing ring rot and stem canker of pear in China
895,Botryosphaeria,Botryosphaeria dothidea,SNN5711,KC960973,KC961065,KF005077,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterisation and pathogenicity of four Botryosphaeria species causing ring rot and stem canker of pear in China
896,Botryosphaeria,Botryosphaeria dothidea,LJF2411,KC960974,KC961067,KC961022,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species causing ring rot and stem canker of pear in China
897,Botryosphaeria,Botryosphaeria dothidea,LJL5521,KC960978,KC961069,KC961024,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species causing ring rot and stem canker of pear in China
898,Botryosphaeria,Botryosphaeria dothidea,LJP5711,KC960980,KC961070,KC961025,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species causing ring rot and stem canker of pear in China
899,Botryosphaeria,Botryosphaeria dothidea,LJT1911,KC960981,KC961071,KC961026,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species causing ring rot and stem canker of pear in China
900,Botryosphaeria,Botryosphaeria dothidea,LJT5811,KC960936,KF005082,KC961000,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species causing ring rot and stem canker of pear in China
901,Botryosphaeria,Botryosphaeria dothidea,sdau07_123,GQ855788,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,ITS sequence analysis on pear ring rot of pathogen in east China
902,Botryosphaeria,Botryosphaeria dothidea,YZZ31111,KC960888,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
903,Botryosphaeria,Botryosphaeria dothidea,YZZ1911,KC960891,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
904,Botryosphaeria,Botryosphaeria dothidea,WY1311,KC960906,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
905,Botryosphaeria,Botryosphaeria dothidea,MJ2231,KC960909,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
906,Botryosphaeria,Botryosphaeria dothidea,ED2111,KC960913,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
907,Botryosphaeria,Botryosphaeria dothidea,LSX5811,KC960924,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
908,Botryosphaeria,Botryosphaeria dothidea,LSX1911,KC960925,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
909,Botryosphaeria,Botryosphaeria dothidea,JNY1311,KC960939,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
910,Botryosphaeria,Botryosphaeria dothidea,JNY1511,KC960940,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
911,Botryosphaeria,Botryosphaeria dothidea,DA2121,KC960942,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
912,Botryosphaeria,Botryosphaeria dothidea,WY1121,KC960946,NA,KC961005,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species causing ring rot and stem canker of pear in China
913,Botryosphaeria,Botryosphaeria dothidea,YZN1411,KC960950,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
914,Botryosphaeria,Botryosphaeria dothidea,YZX2411,KC960951,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
915,Botryosphaeria,Botryosphaeria dothidea,EN22921,KC960956,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
916,Botryosphaeria,Botryosphaeria dothidea,EW21111,KC960966,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
917,Botryosphaeria,Botryosphaeria dothidea,SNN2221,KC960969,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
918,Botryosphaeria,Botryosphaeria dothidea,SNN5311,KC960970,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
919,Botryosphaeria,Botryosphaeria dothidea,LJG2211,KC960976,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
920,Botryosphaeria,Botryosphaeria dothidea,LJL5311,KC960977,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
921,Botryosphaeria,Botryosphaeria dothidea,DL1811,KC960984,NA,NA,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species. causing ring rot and stem canker of pear in China
922,Botryosphaeria,Botryosphaeria dothidea,SEFL20b,JN607084,JN607107,JN607130,NA,NA,NA,Vaccinium,Vaccinium virgatum,United States of America,"Taxonomy, phylogeny and identification of fungi in Botryosphaeriaceae causing stem blight and dieback of Vaccinium spp. in the southeastern United States"
923,Botryosphaeria,Botryosphaeria dothidea,DAR77825,EU137876,EU137877,EU137879,NA,NA,NA,Vitis,Vitis vinifera,Australia,Botryosphaeria dothidea associated with grapevine trunk disease in sub-tropical Australia
924,Botryosphaeria,Botryosphaeria dothidea,HJPZ,KR232668,KR232661,KR232675,NA,NA,NA,Vitis,Vitis vinifera,China,Direct Submission
925,Botryosphaeria,Botryosphaeria dothidea,NCPZ,KR232672,KR232665,KR232678,NA,NA,NA,Vitis,Vitis vinifera,China,Direct Submission
926,Botryosphaeria,Botryosphaeria dothidea,E15,GU944813,NA,NA,NA,NA,NA,Vitis,Vitis vinifera,Australia,Survey of species within the Botryosphaeriaceae associated with grapevine decline in the Hunter Valley and Mudgee grape growing regions of New South Wales
927,Botryosphaeria,Botryosphaeria dothidea,DAR80010,GU944819,NA,NA,NA,NA,NA,Vitis,Vitis vinifera,Australia,Survey of species within the Botryosphaeriaceae associated with grapevine decline in the Hunter Valley and Mudgee grape growing regions of New South Wales
928,Botryosphaeria,Botryosphaeria dothidea,GF27,KT356865,NA,NA,NA,NA,NA,Actinidia,Actinidia chinensis,China,Direct Submission
929,Botryosphaeria,Botryosphaeria dothidea,CMW9075,AY236950,AY236899,AY236928,NA,NA,NA,Populus,Populus nigra,New Zealand,Combined multiple gene genealogies and phenotypic characters differentiate several species previously identified as Botryosphaeria dothidea
930,Botryosphaeria,Botryosphaeria dothidea,8_ITS1F_F06_18Q,KF294002,NA,NA,NA,NA,NA,Populus,Populus sp.,NA,Endophytes of poplar stem
931,Botryosphaeria,Botryosphaeria dothidea,J531,KC960907,KC961039,KC960993,NA,NA,NA,Pyrus,Pyrus sp.,China,Characterization and pathogenicity of three Botryosphaeria species causing ring rot and stem canker of pear in China
932,Botryosphaeria,Botryosphaeria dothidea,B8,FJ481607,KM822740,NA,NA,NA,NA,Vitis,Vitis vinifera,Italy,Lasiodiplodia citricola and other Botryosphaeriaceae species causing trunk diseases on grapevines in southern Italy
933,Botryosphaeria,Botryosphaeria dothidea,B32,FJ481606,KM822741,NA,NA,NA,NA,Vitis,Vitis vinifera,Italy,Lasiodiplodia citricola and other Botryosphaeriaceae species causing trunk diseases on grapevines in southern Italy
934,Botryosphaeria,Botryosphaeria dothidea,DAPZ,KR232667,KR232659,KR232673,NA,NA,NA,Vitis,Vitis vinifera,China,Direct Submission
935,Botryosphaeria,Botryosphaeria dothidea,MFLUCC_171069,MF398856,MF398908,NA,NA,NA,NA,Vitis,Vitis vinifera,Italy,"Saprobic Botryosphaeriaceae, including Dothiorella italica sp. nov., associated with urban and forest trees in Italy"
936,Botryosphaeria,Botryosphaeria dothidea,XNH2,MN826494,NA,NA,NA,NA,NA,Betula,Betula alnoides,China,First Report of Botryosphaeria dothidea Causing Canker of Betula alnoides in China
937,Botryosphaeria,Botryosphaeria dothidea,Cef_S7,KX960815,NA,NA,NA,NA,NA,NA,NA,China,Direct Submission
938,Botryosphaeria,Botryosphaeria dothidea,CBS100564,KX464085,KX464555,KX464781,KX463951,NA,NA,Paeonia,Paeonia sp.,Netherlands,"Families, genera, and species of Botryosphaeriales"
939,Botryosphaeria,Botryosphaeria dothidea,RAI_11,GU594225,NA,NA,NA,NA,NA,Prunus,Prunus mume,"Taiwan, Republic of China",First Report of Gummosis Disease of Japanese Apricot Caused by Botryosphaeria dothidea in Taiwan
940,Botryosphaeria,Botryosphaeria dothidea,SS_GL_1585,KY788310,NA,NA,NA,NA,NA,Prunus,Prunus persica,China,Observations of peach gummosis on lenticels and analysis of the pathogen infection
941,Botryosphaeria,Botryosphaeria dothidea,MFLUCC13_0206,MT177924,NA,NA,NA,NA,NA,Urtica,Urtica dioica,Italy,Taxonomy and phylogeny of hyaline-spored coelomycetes
942,Botryosphaeria,Botryosphaeria dothidea,TR_Karaman,MF423417,NA,NA,NA,NA,NA,Vitis,Vitis vinifera,Turkey,Botryosphaeria dothidea in Turkey
943,Botryosphaeria,Botryosphaeria dothidea,B6_1,MH776995,MH754920,NA,NA,NA,NA,Arctostaphylos,Arctostaphylos glauca,United States of America,First Report of Neofusicoccum australe Causing Canker Disease and Branch Dieback on Arctostaphylos glauca in California
944,Botryosphaeria,Botryosphaeria dothidea,B9_2,MH776996,MH754922,NA,NA,NA,NA,Arctostaphylos,Arctostaphylos glauca,United States of America,First Report of Neofusicoccum australe Causing Canker Disease and Branch Dieback on Arctostaphylos glauca in California
945,Botryosphaeria,Botryosphaeria dothidea,DAR81465,JN561087,NA,NA,NA,NA,NA,Pistacia,Pistacia vera,Australia,First report of Botryosphaeria dothidea causing shoot blight and cankers of pistachio in Australia
946,Botryosphaeria,Botryosphaeria dothidea,UT12DB,MF289351,MG459969,MG564757,NA,NA,NA,Actinidia,Actinidia chinensis,Chile,"Phytopathogenic fungi associated with cordon dieback in kiwifruit cv. Hayward in the Maule Region, Chile"
947,Botryosphaeria,Botryosphaeria dothidea,UT38DF,MF289354,MG459972,MG564760,NA,NA,NA,Actinidia,Actinidia chinensis,Chile,"Phytopathogenic fungi associated with cordon dieback in kiwifruit cv. Hayward in the Maule Region, Chile"
948,Botryosphaeria,Botryosphaeria dothidea,UT46DJ,MF289356,MG459974,MG564762,NA,NA,NA,Actinidia,Actinidia chinensis,Chile,"Phytopathogenic fungi associated with cordon dieback in kiwifruit cv. Hayward in the Maule Region, Chile"
949,Botryosphaeria,Botryosphaeria dothidea,KFRD_1,KR703274,NA,NA,NA,NA,NA,Actinidia,Actinidia chinensis,China,Identification of Pathogenic Fungi Causing Fruit Rot of Kiwifruit and Preliminary Screening of Resistant Varieties
950,Botryosphaeria,Botryosphaeria dothidea,KFRD_19,KX866860,NA,NA,NA,NA,NA,Actinidia,Actinidia chinensis,China,Identification of pathogenic fungi causing kiwifruit rot disease in China
951,Botryosphaeria,Botryosphaeria dothidea,KFRD_20,KX866861,NA,NA,NA,NA,NA,Actinidia,Actinidia chinensis,China,Identification of pathogenic fungi causing kiwifruit rot disease in China
952,Botryosphaeria,Botryosphaeria dothidea,KFRD_22,KX866863,NA,NA,NA,NA,NA,Actinidia,Actinidia chinensis,China,Identification of pathogenic fungi causing kiwifruit rot disease in China
953,Botryosphaeria,Botryosphaeria dothidea,KFRD_37,KX866877,NA,NA,NA,NA,NA,Actinidia,Actinidia chinensis,China,Identification of pathogenic fungi causing kiwifruit rot disease in China
954,Botryosphaeria,Botryosphaeria dothidea,BRIP24172,EF585507,EF585563,NA,NA,NA,NA,Mangifera,Mangifera indica,Australia,"Botryosphaeriaceae associated with fruit trees in sub-tropical Australia, including the description of Pseudofusicoccum sp. nov"
955,Botryosphaeria,Botryosphaeria dothidea,YDJ_08,KJ530706,NA,KJ530707,NA,NA,NA,Ricinus,Ricinus communis,China,Identification of a Botryosphaeria dothidea infecting castor based on ITS and beta-tubulin sequence
956,Botryosphaeria,Botryosphaeria dothidea,HJ20,HQ328038,NA,NA,NA,NA,NA,Vitex,Vitex negundo,NA,Diversity of endophytic fungi of Vitex negundo and Vitex negundo var. cannabifolia
957,Botryosphaeria,Botryosphaeria dothidea,UT23DD,MF289353,MG459971,MG564759,NA,NA,NA,Actinidia,Actinidia chinensis,Chile,"Phytopathogenic fungi associated with cordon dieback in kiwifruit cv. Hayward in the Maule Region, Chile"
958,Botryosphaeria,Botryosphaeria dothidea,MEYEL133,KX244818,NA,MG970288,NA,NA,NA,Malus,Malus pumila,Turkey,"Identification and Pathogenicity of Botryosphaeriaceae spp. Causing Dieback and Gummosis of Plum, Apricot, Peach Trees in Turkey"
959,Botryosphaeria,Botryosphaeria dothidea,5,MK311291,NA,NA,NA,NA,NA,NA,NA,China,Fungal Endophytes in midrib of Satsuma orange infected with Huanglongbing in Zhejiang
960,Botryosphaeria,Botryosphaeria dothidea,W_7,KT390194,NA,NA,NA,NA,NA,Nicotiana,Nicotiana sp.,China,Identification of pathogen of tobacco leaf
961,Botryosphaeria,Botryosphaeria dothidea,IRNHM_KZ77,MG198193,MG198180,NA,NA,NA,NA,Parrotia,Parrotia persica,"Iran, Islamic Republic of",Endophytic and decline-associated fungi occurring on forest trees in the North of Iran
962,Botryosphaeria,Botryosphaeria dothidea,BAS39,AF464946,NA,NA,NA,NA,NA,Pistacia,Pistacia vera,United States of America,Characterization of Botryosphaeria dothidea Isolates Collected from Pistachio and Other Plant Hosts in California
963,Botryosphaeria,Botryosphaeria dothidea,CEL948,AF464947,NA,NA,NA,NA,NA,Pistacia,Pistacia vera,United States of America,Characterization of Botryosphaeria dothidea Isolates Collected from Pistachio and Other Plant Hosts in California
964,Botryosphaeria,Botryosphaeria dothidea,ASES25,KX244819,NA,MG958632,NA,NA,NA,Prunus,Prunus persica,Turkey,"First Report of Neofusicoccum parvum, Neofusicoccum vitifusiforme and Botryosphaeria dothidea Causing Bot Canker and Gummosis of Peaches in Turkey"
965,Botryosphaeria,Botryosphaeria dothidea,KFRD_76,KX866916,NA,NA,NA,NA,NA,Actinidia,Actinidia chinensis,China,Identification of pathogenic fungi causing kiwifruit rot disease in China
966,Botryosphaeria,Botryosphaeria dothidea,LPS_47,MF379317,NA,NA,NA,NA,NA,Actinidia,Actinidia chinensis,China,"The annual investigation and pathogen identification of kiwifruit disease in Liupanshui City, Guizhou Province, China"
967,Botryosphaeria,Botryosphaeria dothidea,CTE031,KT699871,NA,NA,NA,NA,NA,Parkinsonia,Parkinsonia aculeata,NA,Systemic infection not linked to water stress in Parkinsonia aculeata dieback
968,Botryosphaeria,Botryosphaeria dothidea,KFRD_51,KX866891,NA,NA,NA,NA,NA,Actinidia,Actinidia chinensis,China,Identification of pathogenic fungi causing kiwifruit rot disease in China
969,Botryosphaeria,Botryosphaeria dothidea,KFRD_75,KX866915,NA,NA,NA,NA,NA,Actinidia,Actinidia chinensis,China,Identification of pathogenic fungi causing kiwifruit rot disease in China
970,Botryosphaeria,Botryosphaeria dothidea,TS_111,MG832531,NA,NA,NA,NA,NA,Actinidia,Actinidia chinensis,China,The annual investigation and pathogen identification of kiwifruit disease in Taishun County
971,Botryosphaeria,Botryosphaeria dothidea,BOTPY04,MH518158,NA,NA,NA,NA,NA,Eucalyptus,Eucalyptus camaldulensis,Paraguay,"New report on canker causing Teratosphaeria zulensis isolate in Eucalyptus plantations in Paraguay, and other pathogens found"
972,Botryosphaeria,Botryosphaeria dothidea,UT22DC,MF289352,MG459970,MG564758,NA,NA,NA,Actinidia,Actinidia chinensis,Chile,"Phytopathogenic fungi associated with cordon dieback in kiwifruit cv. Hayward in the Maule Region, Chile"
973,Botryosphaeria,Botryosphaeria dothidea,KFRD_86,KX866926,NA,NA,NA,NA,NA,Actinidia,Actinidia chinensis,China,Identification of pathogenic fungi causing kiwifruit rot disease in China
